Year,Statistic Label,Counties & Dublin Postal Districts,Sector,UNIT,VALUE
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1191
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,485
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,706
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1132
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,478
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,654
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,942
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,378
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,564
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,404
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,167
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,236
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,648
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,299
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,349
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,229
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,152
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,542
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,226
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,317
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1078
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,363
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,715
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,123
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,63
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,60
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,302
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,137
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,165
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,662
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,331
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,331
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,348
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,115
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,233
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,589
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,235
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,354
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,295
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,127
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,168
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,231
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,97
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,134
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,290
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,116
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,174
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,788
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,321
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,467
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,696
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,229
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,467
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,568
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,263
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,305
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,453
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,180
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,273
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,645
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,295
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,350
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,All sectors,Gigawatt Hours,27056
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,10 Residential,Gigawatt Hours,9231
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,20 Non-residential,Gigawatt Hours,17825
,Metered Electricity Consumption,Not coded,All sectors,Gigawatt Hours,4953
,Metered Electricity Consumption,Not coded,10 Residential,Gigawatt Hours,4
,Metered Electricity Consumption,Not coded,20 Non-residential,Gigawatt Hours,4949
,Metered Electricity Consumption,Co. Clare,All sectors,Gigawatt Hours,511
,Metered Electricity Consumption,Co. Clare,10 Residential,Gigawatt Hours,224
,Metered Electricity Consumption,Co. Clare,20 Non-residential,Gigawatt Hours,287
,Metered Electricity Consumption,Co. Cork,All sectors,Gigawatt Hours,2921
,Metered Electricity Consumption,Co. Cork,10 Residential,Gigawatt Hours,1108
,Metered Electricity Consumption,Co. Cork,20 Non-residential,Gigawatt Hours,1813
,Metered Electricity Consumption,Co. Cavan,All sectors,Gigawatt Hours,480
,Metered Electricity Consumption,Co. Cavan,10 Residential,Gigawatt Hours,151
,Metered Electricity Consumption,Co. Cavan,20 Non-residential,Gigawatt Hours,328
,Metered Electricity Consumption,Co. Carlow,All sectors,Gigawatt Hours,264
,Metered Electricity Consumption,Co. Carlow,10 Residential,Gigawatt Hours,121
,Metered Electricity Consumption,Co. Carlow,20 Non-residential,Gigawatt Hours,142
,Metered Electricity Consumption,Co. Donegal,All sectors,Gigawatt Hours,631
,Metered Electricity Consumption,Co. Donegal,10 Residential,Gigawatt Hours,297
,Metered Electricity Consumption,Co. Donegal,20 Non-residential,Gigawatt Hours,334
,Metered Electricity Consumption,Dublin 1,All sectors,Gigawatt Hours,311
,Metered Electricity Consumption,Dublin 1,10 Residential,Gigawatt Hours,64
,Metered Electricity Consumption,Dublin 1,20 Non-residential,Gigawatt Hours,247
,Metered Electricity Consumption,Dublin 2,All sectors,Gigawatt Hours,424
,Metered Electricity Consumption,Dublin 2,10 Residential,Gigawatt Hours,35
,Metered Electricity Consumption,Dublin 2,20 Non-residential,Gigawatt Hours,389
,Metered Electricity Consumption,Dublin 3,All sectors,Gigawatt Hours,147
,Metered Electricity Consumption,Dublin 3,10 Residential,Gigawatt Hours,70
,Metered Electricity Consumption,Dublin 3,20 Non-residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 4,All sectors,Gigawatt Hours,335
,Metered Electricity Consumption,Dublin 4,10 Residential,Gigawatt Hours,95
,Metered Electricity Consumption,Dublin 4,20 Non-residential,Gigawatt Hours,240
,Metered Electricity Consumption,Dublin 5,All sectors,Gigawatt Hours,137
,Metered Electricity Consumption,Dublin 5,10 Residential,Gigawatt Hours,78
,Metered Electricity Consumption,Dublin 5,20 Non-residential,Gigawatt Hours,59
,Metered Electricity Consumption,Dublin 6,All sectors,Gigawatt Hours,137
,Metered Electricity Consumption,Dublin 6,10 Residential,Gigawatt Hours,87
,Metered Electricity Consumption,Dublin 6,20 Non-residential,Gigawatt Hours,50
,Metered Electricity Consumption,Dublin 6W,All sectors,Gigawatt Hours,59
,Metered Electricity Consumption,Dublin 6W,10 Residential,Gigawatt Hours,45
,Metered Electricity Consumption,Dublin 6W,20 Non-residential,Gigawatt Hours,14
,Metered Electricity Consumption,Dublin 7,All sectors,Gigawatt Hours,216
,Metered Electricity Consumption,Dublin 7,10 Residential,Gigawatt Hours,98
,Metered Electricity Consumption,Dublin 7,20 Non-residential,Gigawatt Hours,118
,Metered Electricity Consumption,Dublin 8,All sectors,Gigawatt Hours,258
,Metered Electricity Consumption,Dublin 8,10 Residential,Gigawatt Hours,107
,Metered Electricity Consumption,Dublin 8,20 Non-residential,Gigawatt Hours,151
,Metered Electricity Consumption,Dublin 9,All sectors,Gigawatt Hours,183
,Metered Electricity Consumption,Dublin 9,10 Residential,Gigawatt Hours,89
,Metered Electricity Consumption,Dublin 9,20 Non-residential,Gigawatt Hours,94
,Metered Electricity Consumption,Dublin 10,All sectors,Gigawatt Hours,78
,Metered Electricity Consumption,Dublin 10,10 Residential,Gigawatt Hours,30
,Metered Electricity Consumption,Dublin 10,20 Non-residential,Gigawatt Hours,48
,Metered Electricity Consumption,Dublin 11,All sectors,Gigawatt Hours,219
,Metered Electricity Consumption,Dublin 11,10 Residential,Gigawatt Hours,93
,Metered Electricity Consumption,Dublin 11,20 Non-residential,Gigawatt Hours,126
,Metered Electricity Consumption,Dublin 12,All sectors,Gigawatt Hours,289
,Metered Electricity Consumption,Dublin 12,10 Residential,Gigawatt Hours,84
,Metered Electricity Consumption,Dublin 12,20 Non-residential,Gigawatt Hours,204
,Metered Electricity Consumption,Dublin 13,All sectors,Gigawatt Hours,131
,Metered Electricity Consumption,Dublin 13,10 Residential,Gigawatt Hours,88
,Metered Electricity Consumption,Dublin 13,20 Non-residential,Gigawatt Hours,43
,Metered Electricity Consumption,Dublin 14,All sectors,Gigawatt Hours,136
,Metered Electricity Consumption,Dublin 14,10 Residential,Gigawatt Hours,83
,Metered Electricity Consumption,Dublin 14,20 Non-residential,Gigawatt Hours,53
,Metered Electricity Consumption,Dublin 15,All sectors,Gigawatt Hours,580
,Metered Electricity Consumption,Dublin 15,10 Residential,Gigawatt Hours,177
,Metered Electricity Consumption,Dublin 15,20 Non-residential,Gigawatt Hours,403
,Metered Electricity Consumption,Dublin 16,All sectors,Gigawatt Hours,129
,Metered Electricity Consumption,Dublin 16,10 Residential,Gigawatt Hours,86
,Metered Electricity Consumption,Dublin 16,20 Non-residential,Gigawatt Hours,43
,Metered Electricity Consumption,Dublin 17,All sectors,Gigawatt Hours,140
,Metered Electricity Consumption,Dublin 17,10 Residential,Gigawatt Hours,34
,Metered Electricity Consumption,Dublin 17,20 Non-residential,Gigawatt Hours,106
,Metered Electricity Consumption,Dublin 18,All sectors,Gigawatt Hours,225
,Metered Electricity Consumption,Dublin 18,10 Residential,Gigawatt Hours,101
,Metered Electricity Consumption,Dublin 18,20 Non-residential,Gigawatt Hours,124
,Metered Electricity Consumption,Dublin 20,All sectors,Gigawatt Hours,34
,Metered Electricity Consumption,Dublin 20,10 Residential,Gigawatt Hours,22
,Metered Electricity Consumption,Dublin 20,20 Non-residential,Gigawatt Hours,12
,Metered Electricity Consumption,Dublin 22,All sectors,Gigawatt Hours,360
,Metered Electricity Consumption,Dublin 22,10 Residential,Gigawatt Hours,75
,Metered Electricity Consumption,Dublin 22,20 Non-residential,Gigawatt Hours,285
,Metered Electricity Consumption,Dublin 24,All sectors,Gigawatt Hours,442
,Metered Electricity Consumption,Dublin 24,10 Residential,Gigawatt Hours,167
,Metered Electricity Consumption,Dublin 24,20 Non-residential,Gigawatt Hours,276
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1210
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,545
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,665
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1126
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,527
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,600
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,960
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,425
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,535
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,394
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,184
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,211
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,635
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,325
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,310
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,236
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,151
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,537
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,250
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,288
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1086
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,400
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,686
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,123
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,69
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,55
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,312
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,151
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,160
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,693
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,369
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,325
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,346
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,126
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,220
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,593
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,259
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,334
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,304
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,141
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,163
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,240
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,108
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,132
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,294
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,129
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,165
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,812
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,356
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,456
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,706
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,251
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,455
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,587
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,295
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,292
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,475
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,197
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,278
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,658
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,328
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,331
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,All sectors,Gigawatt Hours,28506
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,10 Residential,Gigawatt Hours,9305
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,20 Non-residential,Gigawatt Hours,19201
,Metered Electricity Consumption,Not coded,All sectors,Gigawatt Hours,5883
,Metered Electricity Consumption,Not coded,10 Residential,Gigawatt Hours,4
,Metered Electricity Consumption,Not coded,20 Non-residential,Gigawatt Hours,5879
,Metered Electricity Consumption,Co. Clare,All sectors,Gigawatt Hours,511
,Metered Electricity Consumption,Co. Clare,10 Residential,Gigawatt Hours,226
,Metered Electricity Consumption,Co. Clare,20 Non-residential,Gigawatt Hours,285
,Metered Electricity Consumption,Co. Cork,All sectors,Gigawatt Hours,3008
,Metered Electricity Consumption,Co. Cork,10 Residential,Gigawatt Hours,1117
,Metered Electricity Consumption,Co. Cork,20 Non-residential,Gigawatt Hours,1891
,Metered Electricity Consumption,Co. Cavan,All sectors,Gigawatt Hours,502
,Metered Electricity Consumption,Co. Cavan,10 Residential,Gigawatt Hours,154
,Metered Electricity Consumption,Co. Cavan,20 Non-residential,Gigawatt Hours,347
,Metered Electricity Consumption,Co. Carlow,All sectors,Gigawatt Hours,280
,Metered Electricity Consumption,Co. Carlow,10 Residential,Gigawatt Hours,124
,Metered Electricity Consumption,Co. Carlow,20 Non-residential,Gigawatt Hours,157
,Metered Electricity Consumption,Co. Donegal,All sectors,Gigawatt Hours,645
,Metered Electricity Consumption,Co. Donegal,10 Residential,Gigawatt Hours,303
,Metered Electricity Consumption,Co. Donegal,20 Non-residential,Gigawatt Hours,342
,Metered Electricity Consumption,Dublin 1,All sectors,Gigawatt Hours,303
,Metered Electricity Consumption,Dublin 1,10 Residential,Gigawatt Hours,61
,Metered Electricity Consumption,Dublin 1,20 Non-residential,Gigawatt Hours,242
,Metered Electricity Consumption,Dublin 2,All sectors,Gigawatt Hours,397
,Metered Electricity Consumption,Dublin 2,10 Residential,Gigawatt Hours,35
,Metered Electricity Consumption,Dublin 2,20 Non-residential,Gigawatt Hours,362
,Metered Electricity Consumption,Dublin 3,All sectors,Gigawatt Hours,146
,Metered Electricity Consumption,Dublin 3,10 Residential,Gigawatt Hours,69
,Metered Electricity Consumption,Dublin 3,20 Non-residential,Gigawatt Hours,76
,Metered Electricity Consumption,Dublin 4,All sectors,Gigawatt Hours,333
,Metered Electricity Consumption,Dublin 4,10 Residential,Gigawatt Hours,92
,Metered Electricity Consumption,Dublin 4,20 Non-residential,Gigawatt Hours,241
,Metered Electricity Consumption,Dublin 5,All sectors,Gigawatt Hours,135
,Metered Electricity Consumption,Dublin 5,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 5,20 Non-residential,Gigawatt Hours,58
,Metered Electricity Consumption,Dublin 6,All sectors,Gigawatt Hours,133
,Metered Electricity Consumption,Dublin 6,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Dublin 6,20 Non-residential,Gigawatt Hours,48
,Metered Electricity Consumption,Dublin 6W,All sectors,Gigawatt Hours,59
,Metered Electricity Consumption,Dublin 6W,10 Residential,Gigawatt Hours,44
,Metered Electricity Consumption,Dublin 6W,20 Non-residential,Gigawatt Hours,14
,Metered Electricity Consumption,Dublin 7,All sectors,Gigawatt Hours,207
,Metered Electricity Consumption,Dublin 7,10 Residential,Gigawatt Hours,95
,Metered Electricity Consumption,Dublin 7,20 Non-residential,Gigawatt Hours,112
,Metered Electricity Consumption,Dublin 8,All sectors,Gigawatt Hours,258
,Metered Electricity Consumption,Dublin 8,10 Residential,Gigawatt Hours,104
,Metered Electricity Consumption,Dublin 8,20 Non-residential,Gigawatt Hours,154
,Metered Electricity Consumption,Dublin 9,All sectors,Gigawatt Hours,187
,Metered Electricity Consumption,Dublin 9,10 Residential,Gigawatt Hours,90
,Metered Electricity Consumption,Dublin 9,20 Non-residential,Gigawatt Hours,97
,Metered Electricity Consumption,Dublin 10,All sectors,Gigawatt Hours,70
,Metered Electricity Consumption,Dublin 10,10 Residential,Gigawatt Hours,30
,Metered Electricity Consumption,Dublin 10,20 Non-residential,Gigawatt Hours,41
,Metered Electricity Consumption,Dublin 11,All sectors,Gigawatt Hours,225
,Metered Electricity Consumption,Dublin 11,10 Residential,Gigawatt Hours,92
,Metered Electricity Consumption,Dublin 11,20 Non-residential,Gigawatt Hours,133
,Metered Electricity Consumption,Dublin 12,All sectors,Gigawatt Hours,290
,Metered Electricity Consumption,Dublin 12,10 Residential,Gigawatt Hours,84
,Metered Electricity Consumption,Dublin 12,20 Non-residential,Gigawatt Hours,207
,Metered Electricity Consumption,Dublin 13,All sectors,Gigawatt Hours,134
,Metered Electricity Consumption,Dublin 13,10 Residential,Gigawatt Hours,90
,Metered Electricity Consumption,Dublin 13,20 Non-residential,Gigawatt Hours,44
,Metered Electricity Consumption,Dublin 14,All sectors,Gigawatt Hours,136
,Metered Electricity Consumption,Dublin 14,10 Residential,Gigawatt Hours,82
,Metered Electricity Consumption,Dublin 14,20 Non-residential,Gigawatt Hours,53
,Metered Electricity Consumption,Dublin 15,All sectors,Gigawatt Hours,708
,Metered Electricity Consumption,Dublin 15,10 Residential,Gigawatt Hours,178
,Metered Electricity Consumption,Dublin 15,20 Non-residential,Gigawatt Hours,530
,Metered Electricity Consumption,Dublin 16,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Dublin 16,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Dublin 16,20 Non-residential,Gigawatt Hours,42
,Metered Electricity Consumption,Dublin 17,All sectors,Gigawatt Hours,141
,Metered Electricity Consumption,Dublin 17,10 Residential,Gigawatt Hours,33
,Metered Electricity Consumption,Dublin 17,20 Non-residential,Gigawatt Hours,108
,Metered Electricity Consumption,Dublin 18,All sectors,Gigawatt Hours,222
,Metered Electricity Consumption,Dublin 18,10 Residential,Gigawatt Hours,101
,Metered Electricity Consumption,Dublin 18,20 Non-residential,Gigawatt Hours,121
,Metered Electricity Consumption,Dublin 20,All sectors,Gigawatt Hours,33
,Metered Electricity Consumption,Dublin 20,10 Residential,Gigawatt Hours,21
,Metered Electricity Consumption,Dublin 20,20 Non-residential,Gigawatt Hours,12
,Metered Electricity Consumption,Dublin 22,All sectors,Gigawatt Hours,399
,Metered Electricity Consumption,Dublin 22,10 Residential,Gigawatt Hours,75
,Metered Electricity Consumption,Dublin 22,20 Non-residential,Gigawatt Hours,324
,Metered Electricity Consumption,Dublin 24,All sectors,Gigawatt Hours,445
,Metered Electricity Consumption,Dublin 24,10 Residential,Gigawatt Hours,165
,Metered Electricity Consumption,Dublin 24,20 Non-residential,Gigawatt Hours,280
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1215
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,548
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,667
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1138
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,533
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,605
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,974
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,433
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,541
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,397
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,188
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,209
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,642
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,329
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,313
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,245
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,86
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,159
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,562
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,250
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,312
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1108
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,401
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,707
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,70
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,57
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,321
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,152
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,169
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,717
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,375
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,342
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,359
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,129
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,230
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,599
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,263
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,336
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,312
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,145
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,168
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,242
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,109
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,133
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,296
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,131
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,166
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,839
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,360
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,479
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,738
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,254
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,483
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,599
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,297
